CMPD_CHEMBLID	SMILES	PCHEMBL_VALUE
CHEMBL3672071	CNc1c(c2ccccc2)c(nc3nc(C)cn13)c4ccc(CN5CC(C5)c6n[nH]c(n6)c7ccccn7)cc4	7.26
CHEMBL3672048	CNc1c(c2ccccc2)c(nc3nc(C)nn13)c4ccc(CN5CC(C5)c6n[nH]c(n6)c7cccc(C)n7)cc4	7.68
CHEMBL3672080	CNc1c(c2ccccc2)c(nc3nc(nn13)c4ccccn4)c5ccc(CN6CC(C6)c7n[nH]c(n7)c8ccccn8)cc5	6.84
CHEMBL3672070	CNc1c(c2ccccc2)c(nc3ncc(Br)n13)c4ccc(CN5CC(C5)c6n[nH]c(n6)c7ccccn7)cc4	6.89
CHEMBL3672069	CNc1c(c2ccccc2)c(nc3nccn13)c4ccc(CN5CC(C5)c6n[nH]c(n6)c7ccccn7)cc4	6.32
CHEMBL255772	CNc1nc(c2ccc(CN3CCC(CC3)N4C(=O)Nc5ccccc45)cc2)c(cc1C#N)c6ccccc6	5.09
CHEMBL252857	CNc1ncc2cc(c3ccccc3)c(nc2n1)c4ccc(CN5CCC(CC5)c6nnc([nH]6)c7ccccn7)cc4	7.03
CHEMBL213618	CNc1nccc(n1)c2ccc(s2)C(=O)N[C@H](CN)Cc3ccc(Cl)cc3Cl	7.64
CHEMBL376388	CNCc1ccc(cc1)c2ncnc3[nH]cnc23	5.16
CHEMBL375509	CNCc1cccc(c1)c2ncnc3[nH]cnc23	5.8
CHEMBL2177367	CO[C@@H]1CC[C@H](CC1)NC[C@@H](C(=O)N2CCN(CC2)c3ncnc4[C@H](O)C[C@@H](C)c34)c5ccc(Cl)cc5	8
CHEMBL3672512	COC(=O)\C=C\c1c(C)nc2cc(c3ccccc3)c(nn12)c4ccc(cc4)C5(N)CCC5	5
CHEMBL3703132	COC(=O)\C=C\c1ccc2nc(c3ccc(cc3)C4(N)CCC4)c(c5ccccc5)n2c1	6.69
CHEMBL3703115	COC(=O)\C=C\c1ccn2c(c3ccccc3)c(nc2c1)c4ccc(cc4)C5(N)CCC5	7.28
CHEMBL3699736	COC(=O)c1cc(Cl)c2nc(c3ccc(cc3)C4(N)CCC4)c(c5ccccc5)n2c1	6.94
CHEMBL3699675	COC(=O)c1cc(OC)c2nc(c3ccc(cc3)C4(N)CCC4)c(c5ccccc5)n2c1	7.42
CHEMBL3672495	COC(=O)c1ccc(cn1)c2cnc3cc(c4ccccc4)c(nn23)c5ccc(cc5)C6(N)CCC6	6.94
CHEMBL3699713	COC(=O)c1ccc2nc(c3ccc(cc3)C4(N)CCC4)c(c5ccccc5)n2c1	6.7
CHEMBL3672483	COC(=O)c1cccc(c1)c2cnc3cc(c4ccccc4)c(nn23)c5ccc(cc5)C6(N)CCC6	7.24
CHEMBL3699701	COC(=O)c1cccn2c(c3ccccc3)c(nc12)c4ccc(cc4)C5(N)CCC5	6.69
CHEMBL3699712	COC(=O)c1ccn2c(c3ccccc3)c(nc2c1)c4ccc(cc4)C5(N)CCC5	7.19
CHEMBL3956697	COC(=O)c1cn2c(c3ccccc3)c(nc2c(OC)n1)c4ccc(cc4)C5(N)CCC5	7.07
CHEMBL3672090	COC(=O)c1cn2cc(c3ccccc3)c(nc2n1)c4ccc(CN5CC(C5)c6n[nH]c(n6)c7cccc(C)n7)cc4	7.85
CHEMBL3672091	COC(=O)c1cn2cc(c3ccccc3)c(nc2n1)c4ccc(CN5CC(C5)c6n[nH]c(n6)c7ccccn7)cc4	7.77
CHEMBL3672028	COC(=O)c1cnn2cc(c(nc12)c3ccc(CN4CC(C4)c5n[nH]c(n5)c6cccc(C)n6)cc3)c7c(F)cccc7F	6.94
CHEMBL3672029	COC(=O)c1cnn2cc(c(nc12)c3ccc(CN4CC(C4)c5n[nH]c(n5)c6ccccn6)cc3)c7c(F)cccc7F	6.12
CHEMBL3672050	COC(=O)c1cnn2cc(c(nc12)c3ccc(CN4CCC(CC4)c5n[nH]c(n5)c6cccc(C)n6)cc3)c7c(F)cccc7F	7.09
CHEMBL3672051	COC(=O)c1cnn2cc(c(nc12)c3ccc(CN4CCC(CC4)c5n[nH]c(n5)c6ccccn6)cc3)c7c(F)cccc7F	6.69
CHEMBL3672033	COC(=O)c1cnn2cc(c3ccc(F)cc3F)c(nc12)c4ccc(CN5CC(C5)c6n[nH]c(n6)c7ccccn7)cc4	6.67
CHEMBL3703117	COC(=O)CCc1ccn2c(c3ccccc3)c(nc2c1)c4ccc(cc4)C5(N)CCC5	7.12
CHEMBL3703165	COC(=O)COc1ccc2nc(c3ccc(cc3)C4(N)CCC4)c(c5ccccc5)n2c1	6.31
CHEMBL3703161	COC(=O)COc1ccn2c(c3ccccc3)c(nc2c1)c4ccc(cc4)C5(N)CCC5	7.09
CHEMBL3699728	COc1cc(Br)cn2c(c3ccccc3)c(nc12)c4ccc(cc4)C5(N)CCC5	7.77
CHEMBL1257281	COc1cc(C[C@@H](N)C(=O)N2CCN(CC2)c3ncnc4ccccc34)cc(OC)c1	5.3
CHEMBL3703151	COc1cc(C=C)cn2c(c3ccccc3)c(nc12)c4ccc(cc4)C5(N)CCC5	7.12
CHEMBL3703136	COc1cc(Cl)cn2c(c3ccccc3)c(nc12)c4ccc(cc4)C5(N)CCC5	7.29
CHEMBL3699676	COc1cc(cn2c(c3ccccc3)c(nc12)c4ccc(cc4)C5(N)CCC5)C(=O)N	8.05
CHEMBL3703169	COc1cc(cn2c(c3ccccc3)c(nc12)c4ccc(cc4)C5(N)CCC5)c6cn[nH]c6	7.52
CHEMBL3703139	COc1cc(cn2c(c3ccccc3)c(nc12)c4ccc(cc4)C5(N)CCC5)c6cnc[nH]6	7.31
CHEMBL3703140	COc1cc(cn2c(c3ccccc3)c(nc12)c4ccc(cc4)C5(N)CCC5)c6ncc[nH]6	7.29
CHEMBL3699705	COc1cc(COc2ccn3c(c4ccccc4)c(nc3n2)c5ccc(cc5)C6(N)CCC6)ccn1	6.78
CHEMBL3701740	COc1cc(OC)c2c(OCn3c2nc(c4ccc(cc4)C5(N)CC(O)(C5)C6CC6)c3c7ccccc7)c1	9.57
CHEMBL3703137	COc1cc(OC)c2nc(c3ccc(cc3)C4(N)CCC4)c(c5ccccc5)n2c1	7.19
CHEMBL2031893	COc1cc2nccc(Oc3ccc(NC(=O)C4=C(C)N(C)N(C4=O)c5ccccc5)cc3F)c2cc1OC	4.6
CHEMBL524998	COc1ccc(C[C@@H](CN)NC(=O)c2cc(Br)c(s2)c3ccnc4[nH]ccc34)cc1	7.2
CHEMBL1258550	COc1ccc(C[C@@H](N)C(=O)N2CCN(CC2)c3ncnc4ccccc34)cc1	5.83
CHEMBL2325991	COc1ccc(cc1OC)C(C)NC(=O)C2(N)CCN(CC2)c3ncnc4[nH]ccc34	5.07
CHEMBL446966	COc1ccc(cn1)c2nnc([nH]2)C3CCN(Cc4ccc(cc4)c5nc6C=CNC(=O)c6cc5c7ccccc7)CC3	7.8
CHEMBL3639985	COc1ccc(COc2ccn3c(c4ccccc4)c(nc3n2)c5ccc(cc5)C6(N)CCC6)cn1	7.42
CHEMBL460472	COc1ccc2c(Oc3ccc(NC(=O)C4=C(C)N(CC(C)(C)O)N(C4=O)c5ccccc5)nc3)ccnc2c1	4.6
CHEMBL3701736	COc1ccc2c(OCn3c2nc(c4ccc(cc4)C5(N)CC(C)(O)C5)c3c6ccccc6)c1	9.04
CHEMBL3701734	COc1ccc2c(OCn3c2nc(c4ccc(cc4)C5(N)CC(O)(C5)C6CC6)c3c7ccccc7)c1	9.22
CHEMBL3699696	COc1ccc2nc(c3ccc(cc3)C4(N)CCC4)c(c5ccccc5)n2c1	6.79
CHEMBL3701735	COc1ccc2OCn3c(nc(c4ccc(cc4)C5(N)CC(C)(O)C5)c3c6ccccc6)c2c1	9.12
CHEMBL3701765	COc1ccc2OCn3c(nc(c4ccc(cc4)C5(N)CC(C)(O)C5)c3c6ccccc6)c2n1	8.96
CHEMBL3701733	COc1ccc2OCn3c(nc(c4ccc(cc4)C5(N)CC(O)(C5)C6CC6)c3c7ccccc7)c2c1	8.29
CHEMBL442227	COc1cccc(c1)c2c[nH]c(\C=C\3/C(=O)Nc4ccc(NC(=O)N)cc34)c2	7.72
CHEMBL597819	COc1cccc(CC2(N)CCN(CC2)c3ncnc4[nH]ccc34)c1	7.82
CHEMBL3701732	COc1cccc2OCn3c(nc(c4ccc(cc4)C5(N)CC(O)(C5)C6CC6)c3c7ccccc7)c12	9.46
CHEMBL3699691	COc1cccn2c(c3ccccc3)c(nc12)c4ccc(cc4)C5(N)CCC5	6.91
CHEMBL3699688	COc1ccn2c(c3ccccc3)c(nc2c1)c4ccc(cc4)C5(N)CCC5	7.33
CHEMBL3699755	COc1ccn2c(c3ccccc3)c(nc2c1C#N)c4ccc(cc4)C5(N)CCC5	6.97
CHEMBL3699680	COc1ccn2c(c3ccccc3)c(nc2n1)c4ccc(cc4)C5(N)CCC5	6.92
CHEMBL3699670	COc1cnc2nc(c3ccc(cc3)C4(N)CCC4)c(c5ccccc5)n2c1	6.54
CHEMBL3699746	COc1cncc(c1)c2cccn3c(c4ccccc4)c(nc23)c5ccc(cc5)C6(N)CCC6	6.57
CHEMBL3672499	COc1cncc(c1)c2cnc3cc(c4ccccc4)c(nn23)c5ccc(cc5)C6(N)CCC6	7.34
CHEMBL3977365	COc1nc(Br)cn2c(c3ccccc3)c(nc12)c4ccc(cc4)C5(N)CCC5	7.48
CHEMBL402355	COc1nc(c2ccc(CN3CCC(CC3)N4C(=O)Nc5ccccc45)cc2)c(cc1C#N)c6ccccc6	4.42
CHEMBL3931748	COc1nc(cn2c(c3ccccc3)c(nc12)c4ccc(cc4)C5(N)CCC5)C(=N)O	7.85
CHEMBL404347	COc1ncc2cc(c3ccccc3)c(nc2n1)c4ccc(CN5CCC(CC5)c6nnc([nH]6)c7ccccn7)cc4	6.97
CHEMBL3672074	COc1nn2cc(c(nc2c1CO)c3ccc(CN4CC(C4)c5n[nH]c(n5)c6cccc(C)n6)cc3)c7c(F)cccc7F	7.47
CHEMBL3672073	COc1nn2cc(c(nc2c1CO)c3ccc(CN4CC(C4)c5n[nH]c(n5)c6ccccn6)cc3)c7c(F)cccc7F	6.93
CHEMBL3672075	COc1nn2cc(c(nc2c1CO)c3ccc(CN4CCC(CC4)c5n[nH]c(n5)c6cccc(C)n6)cc3)c7c(F)cccc7F	6.97
CHEMBL3672076	COc1nn2cc(c(nc2c1CO)c3ccc(CN4CCC(CC4)c5n[nH]c(n5)c6ccccn6)cc3)c7c(F)cccc7F	7.01
CHEMBL3699690	COCc1ccc2nc(c3ccc(cc3)C4(N)CCC4)c(c5ccccc5)n2c1	6.38
CHEMBL2325740	COCCC(NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(Cl)cc4	6.89
CHEMBL3699732	COCCNC(=O)c1ccc2nc(c3ccc(cc3)C4(N)CCC4)c(c5ccccc5)n2c1	6.29
CHEMBL2177377	COCCNC[C@@H](C(=O)N1CCN(CC1)c2ncnc3[C@H](O)C[C@@H](C)c23)c4ccc(Cl)cc4	7.77
CHEMBL3699702	COCCNCc1ccc2nc(c3ccc(cc3)C4(N)CCC4)c(c5ccccc5)n2c1	5.71
CHEMBL3699704	COCCOc1ccn2c(c3ccccc3)c(nc2n1)c4ccc(cc4)C5(N)CCC5	6.38
CHEMBL3703145	CON(C)C(=O)c1ccn2c(c3ccccc3)c(nc2c1)c4ccc(cc4)C5(N)CCC5	6.52
CHEMBL3672481	CS(=O)(=O)c1ccc(cc1)c2cnc3cc(c4ccccc4)c(nn23)c5ccc(cc5)C6(N)CCC6	6.56
CHEMBL3672089	CS(=O)(=O)c1nc2nc(c3ccc(CN4CCC(CC4)c5n[nH]c(n5)c6ccccn6)cc3)c(cn2n1)c7ccccc7	6.99
CHEMBL502426	CS(=O)(=O)N1CCN(CC1)c2ncc3cc(c4ccccc4)c(nc3n2)c5ccc(CN6CCC(CC6)c7nnc([nH]7)c8ccccn8)cc5	7.64
CHEMBL3703150	CS(=O)(=O)Nc1ccc2nc(c3ccc(cc3)C4(N)CCC4)c(c5ccccc5)n2c1	6.5
CHEMBL2325736	CS(=O)(=O)NCCC(NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(Cl)cc4	7.44
CHEMBL3672083	CSc1nc2nc(c3ccc(CN4CC(C4)c5n[nH]c(n5)c6cccc(C)n6)cc3)c(cn2n1)c7ccccc7	8.4
CHEMBL3672084	CSc1nc2nc(c3ccc(CN4CC(C4)c5n[nH]c(n5)c6ccccn6)cc3)c(cn2n1)c7ccccc7	7
CHEMBL3672088	CSc1nc2nc(c3ccc(CN4CCC(CC4)c5n[nH]c(n5)c6cccc(C)n6)cc3)c(cn2n1)c7ccccc7	8.4
CHEMBL3672085	CSc1nc2nc(c3ccc(CN4CCC(CC4)c5n[nH]c(n5)c6ccccn6)cc3)c(cn2n1)c7ccccc7	7.92
CHEMBL3672087	CSc1nc2nc(c3ccc(CN4CCC(CC4)c5n[nH]c(n5)c6cnccn6)cc3)c(cn2n1)c7ccccc7	7.1
CHEMBL3672086	CSc1nc2nc(c3ccc(CN4CCC(CC4)c5n[nH]c(n5)c6ncccn6)cc3)c(cn2n1)c7ccccc7	6.65
CHEMBL252260	CSc1ncc2cc(c3ccccc3)c(nc2n1)c4ccc(CN(C)CCc5cn[nH]c5)cc4	4.76
CHEMBL252457	CSc1ncc2cc(c3ccccc3)c(nc2n1)c4ccc(CN5CCC(CC5)C(=O)N)cc4	6.03
CHEMBL252856	CSc1ncc2cc(c3ccccc3)c(nc2n1)c4ccc(CN5CCC(CC5)C(=O)Nc6ccncc6)cc4	6.52
CHEMBL252653	CSc1ncc2cc(c3ccccc3)c(nc2n1)c4ccc(CN5CCC(CC5)C(=O)NCCC(=O)N)cc4	5.68
CHEMBL404554	CSc1ncc2cc(c3ccccc3)c(nc2n1)c4ccc(CN5CCC(CC5)c6cc([nH]n6)c7ccncc7)cc4	7.24
CHEMBL254099	CSc1ncc2cc(c3ccccc3)c(nc2n1)c4ccc(CN5CCC(CC5)c6nnc([nH]6)c7ccccn7)cc4	7.58
CHEMBL403356	CSc1ncc2cc(c3ccccc3)c(nc2n1)c4ccc(CN5CCC(CC5)c6nnc(N)s6)cc4	6.57
CHEMBL404553	CSc1ncc2cc(c3ccccc3)c(nc2n1)c4ccc(CN5CCC(CC5)c6onc(n6)c7cccnc7)cc4	5.88
CHEMBL253693	CSc1ncc2cc(c3ccccc3)c(nc2n1)c4ccc(CN5CCC(CC5)n6ncc7c(N)ncnc67)cc4	7.36
CHEMBL252654	CSc1ncc2cc(c3ccccc3)c(nc2n1)c4ccc(CN5CCC(CC5)NC(=O)CNC(=O)C)cc4	5.29
CHEMBL252456	CSc1ncc2cc(c3ccccc3)c(nc2n1)c4ccc(CNCCC(=O)c5ccccc5N)cc4	7.05
CHEMBL276130	CSc1ncc2cc(c3ccccc3)c(nc2n1)c4ccc(CNCCC(=O)N)cc4	5.89
CHEMBL252054	CSc1ncc2cc(c3ccccc3)c(nc2n1)c4ccc(CNCCc5c[nH]cn5)cc4	5.91
CHEMBL403354	CSc1ncc2cc(c3ccccc3)c(nc2n1)c4ccc(CNCCc5cccnc5)cc4	5.94
CHEMBL403355	CSc1ncc2cc(c3ccccc3)c(nc2n1)c4ccc(CNCCc5n[nH]c(C)n5)cc4	5.75
CHEMBL252261	CSc1ncc2cc(c3ccccc3)c(nc2n1)c4ccc(CNCCc5n[nH]c(n5)c6ccccc6)cc4	6.31
CHEMBL252055	CSc1ncc2cc(c3ccccc3)c(nc2n1)c4ccc(CNCCc5nc[nH]n5)cc4	5.77
CHEMBL252056	CSc1ncc2cc(c3ccccc3)c(nc2n1)c4ccc(CNCCc5nccs5)cc4	5.86
CHEMBL252455	CSc1ncc2cc(c3ccccc3)c(nc2n1)c4ccc(CNCCc5nnc(N)s5)cc4	6.28
CHEMBL251860	CSc1ncc2cc(c3ccccc3)c(nc2n1)c4ccc(CNCCCN5CCN(C)CC5)cc4	5.05
CHEMBL252259	CSc1ncc2cc(c3ccccc3)c(nc2n1)c4ccc(CNCCCn5ccnc5)cc4	5.82
CHEMBL451961	FC1(F)CCN(C1)c2ncc3cc(c4ccccc4)c(nc3n2)c5ccc(CN6CCC(CC6)c7nnc([nH]7)c8ccccn8)cc5	6.6
CHEMBL3672064	Fc1ccc(cc1)c2cn3c(Cl)cnc3nc2c4ccc(CN5CCC(CC5)c6n[nH]c(n6)c7ccccn7)cc4	7.48
CHEMBL3672034	Fc1ccc(cc1)c2cn3ccnc3nc2c4ccc(CN5CC(C5)c6n[nH]c(n6)c7ccccn7)cc4	6.6
CHEMBL3672035	Fc1ccc(cc1)c2cn3ccnc3nc2c4ccc(CN5CCC(CC5)c6cnc7ccccc7n6)cc4	5.64
CHEMBL3672061	Fc1ccc(cc1)c2cn3ccnc3nc2c4ccc(CN5CCC(CC5)c6n[nH]c(n6)c7ccccn7)cc4	7.5
CHEMBL3672062	Fc1ccc(cc1)c2cn3ccnc3nc2c4ccc(CN5CCC(CC5)c6n[nH]c(n6)c7cnccn7)cc4	5.84
CHEMBL3672059	Fc1ccc(cc1)c2cn3nc(nc3nc2c4ccc(CN5CCC(CC5)c6n[nH]c(n6)c7cc(Cl)ccn7)cc4)C8CC8	6.78
CHEMBL3672058	Fc1ccc(cc1)c2cn3nc(nc3nc2c4ccc(CN5CCC(CC5)c6n[nH]c(n6)c7ccccn7)cc4)C8CC8	7.16
CHEMBL3672018	Fc1ccc2nc([nH]c2c1)C3CCN(Cc4ccc(cc4)c5nc6ccnn6cc5c7ccccc7)CC3	5.96
CHEMBL379849	Fc1ccccc1\C=C\2/CNC\C(=C/c3ccccc3F)\C2=O	6.14
CHEMBL3672013	N#Cc1ccc2nc([nH]c2c1)C3CCN(Cc4ccc(cc4)c5nc6ccnn6cc5c7ccccc7)CC3	6.5
CHEMBL3672011	N#Cc1ccc2nc([nH]c2c1)C3CCN(Cc4ccc(cc4)c5nc6nccn6cc5c7ccccc7)CC3	6.37
CHEMBL404555	N#Cc1ncc2cc(c3ccccc3)c(nc2n1)c4ccc(CN5CCC(CC5)c6nnc([nH]6)c7ccccn7)cc4	7.23
CHEMBL3703152	N[C@@]1(C[C@H](O)C1)c2ccc(cc2)c3nc4nc(O)ccn4c3c5ccccc5	6.06
CHEMBL1257280	N[C@H](Cc1cc(F)cc(F)c1)C(=O)N2CCN(CC2)c3ncnc4ccccc34	5.3
CHEMBL1258662	N[C@H](Cc1ccc(Br)cc1)C(=O)N2CCN(CC2)c3ncnc4ccccc34	6.55
CHEMBL1258441	N[C@H](Cc1ccc(cc1)C#N)C(=O)N2CCN(CC2)c3ncnc4ccccc34	5.36
CHEMBL1257163	N[C@H](Cc1ccc(cc1)C(F)(F)F)C(=O)N2CCN(CC2)c3ncnc4ccccc34	6.15
CHEMBL1257164	N[C@H](Cc1ccc(cc1)c2ccccc2)C(=O)N3CCN(CC3)c4ncnc5ccccc45	4.42
CHEMBL1258898	N[C@H](Cc1ccc(Cl)c(Cl)c1)C(=O)N2CCN(CC2)c3ncnc4ccccc34	6.36
CHEMBL1258330	N[C@H](Cc1ccc(Cl)cc1)C(=O)N2CCN(CC2)c3ncnc4ccccc34	6.93
CHEMBL1258779	N[C@H](Cc1ccc(Cl)cc1Cl)C(=O)N2CCN(CC2)c3ncnc4ccccc34	5.97
CHEMBL1258899	N[C@H](Cc1ccc(F)c(F)c1)C(=O)N2CCN(CC2)c3ncnc4ccccc34	6.06
CHEMBL1258442	N[C@H](Cc1ccc(F)cc1)C(=O)N2CCN(CC2)c3ncnc4ccccc34	5.89
CHEMBL1258778	N[C@H](Cc1cccc(Cl)c1)C(=O)N2CCN(CC2)c3ncnc4ccccc34	5.25
CHEMBL1258329	N[C@H](Cc1ccccc1)C(=O)N2CCN(CC2)c3ncnc4ccccc34	5.08
CHEMBL1258663	N[C@H](Cc1ccccc1Cl)C(=O)N2CCN(CC2)c3ncnc4ccccc34	4.58
CHEMBL207544	N[C@H](COc1cnc(C#C)c(c1)c2ccc3cnccc3c2)Cc4c[nH]c5ccccc45	8.3
CHEMBL378963	N[C@H](COc1cnc(Cl)c(c1)c2ccc3cnccc3c2)Cc4c[nH]c5ccccc45	8.3
CHEMBL383541	N[C@H](COc1cncc(\C=C\c2ccncc2)c1)Cc3c[nH]c4ccccc34	6.59
CHEMBL210390	N[C@H](COc1cncc(c1)c2ccc3cnc(N)cc3c2)Cc4c[nH]c5ccccc45	7.68
CHEMBL383264	N[C@H](COc1cncc(c1)c2ccc3cnccc3c2)Cc4c[nH]c5ccccc45	8.17
CHEMBL3679629	NC(=N)N1C(=N)C=Cc2nc(c3ccc(cc3)C4(N)CCC4)c(cc12)c5ccccc5	7.62
CHEMBL3703133	NC(=O)\C=C\c1ccc2nc(c3ccc(cc3)C4(N)CCC4)c(c5ccccc5)n2c1	6.87
CHEMBL3703116	NC(=O)\C=C\c1ccn2c(c3ccccc3)c(nc2c1)c4ccc(cc4)C5(N)CCC5	7.36
CHEMBL3672509	NC(=O)\C=C\c1cnc2cc(c3ccccc3)c(nn12)c4ccc(cc4)C5(N)CCC5	6.65
CHEMBL2325730	NC(=O)C(NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(Cl)cc4	6.8
CHEMBL3699741	NC(=O)C1(COc2ccn3c(c4ccccc4)c(nc3n2)c5ccc(cc5)C6(N)CCC6)CC1	6.47
CHEMBL3699768	NC(=O)c1cc(Br)c2nc(c3ccc(cc3)C4(N)CCC4)c(c5ccccc5)n2c1	7.62
CHEMBL3699767	NC(=O)c1cc(Br)cn2c(c3ccccc3)c(nc12)c4ccc(cc4)C5(N)CCC5	7.39
CHEMBL3703157	NC(=O)c1cc(Cl)c2nc(c3ccc(cc3)C4(N)CCC4)c(c5ccccc5)n2c1	7.55
CHEMBL3699772	NC(=O)c1cc(cn2c(c3ccccc3)c(nc12)c4ccc(cc4)C5(N)CCC5)c6cccnc6	6.95
CHEMBL3699771	NC(=O)c1cc(cn2c(c3ccccc3)c(nc12)c4ccc(cc4)C5(N)CCC5)c6ccn[nH]6	6.92
CHEMBL3699770	NC(=O)c1cc(cn2c(c3ccccc3)c(nc12)c4ccc(cc4)C5(N)CCC5)c6cn[nH]c6	7.3
CHEMBL3672491	NC(=O)c1ccc(cc1)c2cnc3cc(c4ccccc4)c(nn23)c5ccc(cc5)C6(N)CCC6	6.93
CHEMBL3699697	NC(=O)c1ccc2nc(c3ccc(cc3)C4(N)CCC4)c(c5ccccc5)n2c1	7.18
CHEMBL3672492	NC(=O)c1cccc(c1)c2cnc3cc(c4ccccc4)c(nn23)c5ccc(cc5)C6(N)CCC6	7.17
CHEMBL3703156	NC(=O)c1cccn2c(c3ccccc3)c(nc12)c4ccc(cc4)C5(N)CCC5	6.81
CHEMBL264667	NC(=O)C1CCN(CC1)c2ncnc3[nH]cnc23	4.39
CHEMBL2035022	NC(=O)c1ccn2c(c3ccccc3)c(nc2c1)c4ccc(cc4)C5(N)CCC5	7.3
CHEMBL404556	NC(=O)c1ncc2cc(c3ccccc3)c(nc2n1)c4ccc(CN5CCC(CC5)c6nnc([nH]6)c7ccccn7)cc4	7.46
CHEMBL3703159	NC(=O)CCc1ccn2c(c3ccccc3)c(nc2c1)c4ccc(cc4)C5(N)CCC5	6.38
CHEMBL3703162	NC(=O)COc1ccn2c(c3ccccc3)c(nc2c1)c4ccc(cc4)C5(N)CCC5	6.88
CHEMBL3679634	NC(=O)N1C(=N)C=Cc2nc(c3ccc(cc3)C4(CCC4)NC(=O)Cc5cccnc5)c(cc12)c6ccccc6	6.7
CHEMBL228750	NC(=O)Nc1ccc2NC(=O)\C(=C/c3cc(c[nH]3)C(=O)NCCc4ccncc4)\c2c1	7.77
CHEMBL228749	NC(=O)Nc1ccc2NC(=O)\C(=C/c3cc(c[nH]3)C(=O)NCCc4cnc[nH]4)\c2c1	7.85
CHEMBL228701	NC(=O)Nc1ccc2NC(=O)\C(=C/c3cc(c[nH]3)C(=O)NCCN4CCCCC4)\c2c1	7.96
CHEMBL388184	NC(=O)Nc1ccc2NC(=O)\C(=C/c3cc(c[nH]3)C(=O)NCCN4CCOCC4)\c2c1	7.54
CHEMBL228648	NC(=O)Nc1ccc2NC(=O)\C(=C/c3cc(c[nH]3)C(=O)O)\c2c1	8.05
CHEMBL228547	NC(=O)Nc1ccc2NC(=O)\C(=C/c3cc(c[nH]3)c4cccc(c4)C(=O)N)\c2c1	8.3
CHEMBL425650	NC(=O)Nc1ccc2NC(=O)\C(=C/c3cc(c[nH]3)c4cccc(c4)C(=O)NCCN5CCCCC5)\c2c1	8.4
CHEMBL228803	NC(=O)Nc1ccc2NC(=O)\C(=C/c3cc(c[nH]3)c4cccc(c4)C(=O)O)\c2c1	7.35
CHEMBL437109	NC(=O)Nc1ccc2NC(=O)\C(=C/c3cc(c[nH]3)c4cccc(F)c4)\c2c1	7.29
CHEMBL228439	NC(=O)Nc1ccc2NC(=O)\C(=C/c3cc(c[nH]3)c4cccc(O)c4)\c2c1	8.22
CHEMBL228751	NC(=O)Nc1ccc2NC(=O)\C(=C/c3cc(c[nH]3)c4ccccc4)\c2c1	7.68
CHEMBL375236	NC(=O)Nc1ccc2NC(=O)\C(=C/c3cc(c[nH]3)c4cccnc4)\c2c1	8.1
CHEMBL442229	NC(=O)Nc1ccc2NC(=O)\C(=C/c3ccc[nH]3)\c2c1	7.7
CHEMBL3703148	NC(=O)Nc1ccc2nc(c3ccc(cc3)C4(N)CCC4)c(c5ccccc5)n2c1	6.66
CHEMBL3703144	NC(=O)Nc1ccn2c(c3ccccc3)c(nc2c1)c4ccc(cc4)C5(N)CCC5	7.04
CHEMBL509747	NC(=O)Nc1nnc2c3cc(c4ccccc4)c(nc3ccn12)c5ccc(CN6CCC(CC6)c7n[nH]c(n7)c8ccccn8)cc5	7.62
CHEMBL226712	NC(c1ccc(Cl)cc1)c2ccc(cc2)c3ncnc4[nH]cnc34	8.05
CHEMBL389176	NC(c1ccccc1)c2ccc(cc2)c3ncnc4[nH]cnc34	6.4
CHEMBL260577	NC(C1CCN(CC1)c2ccnc3[nH]ccc23)c4ccc(Cl)cc4	7.92
CHEMBL405384	NC(C1CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(Cl)cc4	7.6
CHEMBL261247	NC(C1CCN(CC1)c2ncnc3[nH]ccc23)c4ccccc4	6.61
CHEMBL261034	NC(C1CCN(CC1)c2ncnc3[nH]cnc23)c4ccc(Cl)cc4	7.15
CHEMBL227605	NC(Cc1ccccc1)c2ccc(cc2)c3ncnc4[nH]cnc34	6.37
CHEMBL227924	NC[C@@H](c1ccc(Cl)cc1)c2ccc(cc2)c3cn[nH]c3	4.47
CHEMBL513728	NC[C@@H](Cc1ccccc1)NC(=O)c2cc(Br)c(s2)c3ccnc4[nH]ccc34	6.3
CHEMBL223339	NC[C@H](c1ccc(Cl)cc1)c2ccc(cc2)c3cn[nH]c3	6.55
CHEMBL482537	NC[C@H](Cc1ccc(cc1)C(F)(F)F)NC(=O)c2cc(Br)c(s2)c3ccnc4[nH]ccc34	7.1
CHEMBL496690	NC[C@H](Cc1ccc(F)cc1)NC(=O)c2cc(Br)c(s2)c3ccnc4[nH]ccc34	8.22
CHEMBL482536	NC[C@H](Cc1cccc(c1)C(F)(F)F)NC(=O)c2cc(Br)c(s2)c3ccnc4[nH]ccc34	8
CHEMBL523586	NC[C@H](Cc1cccc(F)c1)NC(=O)c2cc(Br)c(s2)c3ccnc4[nH]ccc34	8.05
CHEMBL470597	NC[C@H](Cc1ccccc1)NC(=O)c2cc(Br)c(s2)c3ccnc4[nH]ccc34	8
